n,x,y,val,dP,lab,xT,yT
28887,3.399597,3.819873,0,1813,NaN,NaN,NaN
28888,3.402526,3.816939,0,1812,NaN,NaN,NaN
28889,3.399597,3.814006,0,1811,NaN,NaN,NaN
28890,3.39374,3.816939,0,1811,NaN,NaN,NaN
28891,3.382024,3.82574,0,1810,NaN,NaN,NaN
28892,3.382024,3.82574,0,1810,NaN,NaN,NaN
28893,3.384953,3.808138,0,1812,NaN,NaN,NaN
28894,3.382024,3.790536,0,1813,NaN,NaN,NaN
28895,3.370308,3.781735,0,1813,NaN,NaN,NaN
28896,3.358592,3.778801,0,1811,NaN,NaN,NaN
28897,3.355662,3.784669,0,1808,NaN,NaN,NaN
28898,3.355662,3.796404,0,1808,NaN,NaN,NaN
28899,3.346875,3.808138,0,1808,NaN,NaN,NaN
28900,3.338087,3.811072,0,1808,NaN,NaN,NaN
28901,3.332229,3.808138,0,1809,NaN,NaN,NaN
28902,3.335158,3.811072,0,1809,NaN,NaN,NaN
28903,3.338087,3.822806,0,1810,NaN,NaN,NaN
28904,3.338087,3.83454,0,1810,NaN,NaN,NaN
28905,3.338087,3.843341,0,1809,NaN,NaN,NaN
28906,3.335158,3.849207,0,1808,NaN,NaN,NaN
28907,3.338087,3.849207,0,1808,NaN,NaN,NaN
28908,3.335158,3.846274,0,1808,NaN,NaN,NaN
28909,3.335158,3.843341,0,1808,NaN,NaN,NaN
28910,3.332229,3.843341,0,1807,NaN,NaN,NaN
28911,3.3293,3.840407,0,1806,NaN,NaN,NaN
28912,3.3293,3.849207,0,1804,NaN,NaN,NaN
28913,3.3293,3.860941,0,1803,NaN,NaN,NaN
28914,3.3293,3.872674,0,1803,NaN,NaN,NaN
28915,3.332229,3.849207,0,1803,NaN,NaN,NaN
28916,3.32637,3.82574,0,1803,NaN,NaN,NaN
28917,3.320512,3.805205,0,1803,NaN,NaN,NaN
28918,3.314653,3.808138,0,1803,NaN,NaN,NaN
28919,3.311724,3.808138,0,1802,NaN,NaN,NaN
28920,3.311724,3.805205,0,1802,NaN,NaN,NaN
28921,3.308794,3.799337,0,1805,NaN,NaN,NaN
28922,3.305865,3.796404,0,1808,NaN,NaN,NaN
28923,3.300006,3.799337,0,1812,NaN,NaN,NaN
28924,3.297076,3.808138,0,1812,NaN,NaN,NaN
28925,3.291217,3.814006,0,1812,NaN,NaN,NaN
28926,3.291217,3.816939,0,1811,NaN,NaN,NaN
28927,3.291217,3.816939,0,1809,NaN,NaN,NaN
28928,3.291217,3.82574,0,1807,NaN,NaN,NaN
28929,3.291217,3.831607,0,1805,NaN,NaN,NaN
28930,3.294147,3.831607,0,1805,NaN,NaN,NaN
28931,3.294147,3.82574,0,1805,NaN,NaN,NaN
28932,3.291217,3.822806,0,1803,NaN,NaN,NaN
28933,3.288288,3.822806,0,1801,NaN,NaN,NaN
28934,3.294147,3.819873,0,1799,NaN,NaN,NaN
28935,3.302935,3.816939,0,1799,NaN,NaN,NaN
28936,3.311724,3.816939,0,1802,NaN,NaN,NaN
28937,3.314653,3.822806,0,1804,NaN,NaN,NaN
28938,3.311724,3.82574,0,1806,NaN,NaN,NaN
28939,3.300006,3.82574,0,1806,NaN,NaN,NaN
28940,3.288288,3.82574,0,1803,NaN,NaN,NaN
28941,3.27657,3.822806,0,1800,NaN,NaN,NaN
28942,3.27657,3.819873,0,1797,NaN,NaN,NaN
28943,3.285358,3.816939,0,1797,NaN,NaN,NaN
28944,3.291217,3.819873,0,1797,NaN,NaN,NaN
28945,3.297076,3.819873,0,1797,NaN,NaN,NaN
28946,3.294147,3.819873,0,1797,NaN,NaN,NaN
28947,3.291217,3.819873,0,1797,NaN,NaN,NaN
28948,3.291217,3.816939,0,1798,NaN,NaN,NaN
28949,3.297076,3.808138,0,1799,NaN,NaN,NaN
28950,3.288288,3.799337,0,1799,NaN,NaN,NaN
28951,3.27364,3.814006,0,1799,NaN,NaN,NaN
28952,3.258992,3.837474,0,1800,NaN,NaN,NaN
28953,3.27071,3.860941,0,1799,NaN,NaN,NaN
28954,3.282429,3.860941,0,1798,NaN,NaN,NaN
28955,3.294147,3.860941,0,1798,NaN,NaN,NaN
28956,3.288288,3.852141,0,1796,NaN,NaN,NaN
28957,3.282429,3.843341,0,1794,NaN,NaN,NaN
28958,3.27364,3.846274,0,1793,NaN,NaN,NaN
28959,3.27657,3.858007,0,1794,NaN,NaN,NaN
28960,3.279499,3.881473,0,1794,NaN,NaN,NaN
28961,3.285358,3.893206,0,1794,NaN,NaN,NaN
28962,3.282429,3.907871,0,1794,NaN,NaN,NaN
28963,3.27364,3.913736,0,1793,NaN,NaN,NaN
28964,3.264851,3.922535,0,1792,NaN,NaN,NaN
28965,3.256062,3.928401,0,1792,NaN,NaN,NaN
28966,3.253132,3.928401,0,1795,NaN,NaN,NaN
28967,3.258992,3.919602,0,1799,NaN,NaN,NaN
28968,3.264851,3.910804,0,1801,NaN,NaN,NaN
28969,3.27071,3.904938,0,1800,NaN,NaN,NaN
28970,3.27364,3.887339,0,1798,NaN,NaN,NaN
28971,3.267781,3.869741,0,1796,NaN,NaN,NaN
28972,3.258992,3.858007,0,1795,NaN,NaN,NaN
28973,3.250203,3.866807,0,1794,NaN,NaN,NaN
28974,3.250203,3.875607,0,1793,NaN,NaN,NaN
28975,3.238483,3.87854,0,1794,NaN,NaN,NaN
28976,3.226764,3.87854,0,1795,NaN,NaN,NaN
28977,3.215044,3.881473,0,1795,NaN,NaN,NaN
28978,3.235554,3.881473,0,1794,NaN,NaN,NaN
28979,3.258992,3.887339,0,1795,NaN,NaN,NaN
28980,3.282429,3.890273,0,1795,NaN,NaN,NaN
28981,3.285358,3.893206,0,1796,NaN,NaN,NaN
28982,3.27657,3.893206,0,1796,NaN,NaN,NaN
28983,3.261921,3.893206,0,1797,NaN,NaN,NaN
28984,3.247273,3.896139,0,1797,NaN,NaN,NaN
28985,3.247273,3.896139,0,1797,NaN,NaN,NaN
28986,3.250203,3.902005,0,1796,NaN,NaN,NaN
28987,3.253132,3.904938,0,1795,NaN,NaN,NaN
28988,3.261921,3.910804,0,1794,NaN,NaN,NaN
28989,3.261921,3.910804,0,1793,NaN,NaN,NaN
28990,3.264851,3.907871,0,1794,NaN,NaN,NaN
28991,3.258992,3.907871,0,1797,NaN,NaN,NaN
28992,3.253132,3.907871,0,1800,NaN,NaN,NaN
28993,3.244343,3.902005,0,1799,NaN,NaN,NaN
28994,3.235554,3.896139,0,1797,NaN,NaN,NaN
28995,3.232624,3.887339,0,1795,NaN,NaN,NaN
28996,3.232624,3.884406,0,1796,NaN,NaN,NaN
28997,3.238483,3.884406,0,1797,NaN,NaN,NaN
28998,3.241413,3.884406,0,1797,NaN,NaN,NaN
28999,3.244343,3.884406,0,1798,NaN,NaN,NaN
29000,3.235554,3.884406,0,1797,NaN,NaN,NaN
29001,3.226764,3.890273,0,1797,NaN,NaN,NaN
29002,3.220904,3.896139,0,1798,NaN,NaN,NaN
29003,3.220904,3.896139,0,1798,NaN,NaN,NaN
29004,3.217974,3.890273,0,1798,NaN,NaN,NaN
29005,3.215044,3.87854,0,1798,NaN,NaN,NaN
29006,3.212114,3.869741,0,1798,NaN,NaN,NaN
29007,3.212114,3.869741,0,1799,NaN,NaN,NaN
29008,3.209184,3.875607,0,1800,NaN,NaN,NaN
29009,3.209184,3.869741,0,1800,NaN,NaN,NaN
29010,3.203324,3.855074,0,1800,NaN,NaN,NaN
29011,3.194534,3.843341,0,1801,NaN,NaN,NaN
29012,3.188674,3.843341,0,1801,NaN,NaN,NaN
29013,3.185744,3.843341,0,1802,NaN,NaN,NaN
29014,3.188674,3.846274,0,1801,NaN,NaN,NaN
29015,3.194534,3.852141,0,1800,NaN,NaN,NaN
29016,3.203324,3.858007,0,1801,NaN,NaN,NaN
29017,3.200394,3.852141,0,1802,NaN,NaN,NaN
29018,3.185744,3.843341,0,1804,NaN,NaN,NaN
29019,3.168163,3.837474,0,1804,NaN,NaN,NaN
29020,3.150581,3.843341,0,1804,NaN,NaN,NaN
29021,3.147651,3.852141,0,1804,NaN,NaN,NaN
29022,3.147651,3.843341,0,1805,NaN,NaN,NaN
29023,3.153512,3.83454,0,1805,NaN,NaN,NaN
29024,3.147651,3.828673,0,1805,NaN,NaN,NaN
29025,3.13886,3.837474,0,1806,NaN,NaN,NaN
29026,3.132999,3.849207,0,1807,NaN,NaN,NaN
29027,3.13593,3.852141,0,1808,NaN,NaN,NaN
29028,3.14179,3.855074,0,1809,NaN,NaN,NaN
29029,3.14179,3.855074,0,1810,NaN,NaN,NaN
29030,3.144721,3.852141,0,1810,NaN,NaN,NaN
29031,3.144721,3.855074,0,1811,NaN,NaN,NaN
29032,3.14179,3.855074,0,1812,NaN,NaN,NaN
29033,3.13593,3.863874,0,1812,NaN,NaN,NaN
29034,3.13593,3.872674,0,1812,NaN,NaN,NaN
29035,3.13886,3.881473,0,1812,NaN,NaN,NaN
29036,3.153512,3.884406,0,1811,NaN,NaN,NaN
29037,3.162302,3.87854,0,1812,NaN,NaN,NaN
29038,3.168163,3.866807,0,1813,NaN,NaN,NaN
29039,3.171093,3.858007,0,1815,NaN,NaN,NaN
29040,3.156442,3.852141,0,1816,NaN,NaN,NaN
29041,3.14179,3.852141,0,1817,NaN,NaN,NaN
29042,3.124208,3.852141,0,1818,NaN,NaN,NaN
29043,3.127138,3.849207,0,1818,NaN,NaN,NaN
29044,3.130069,3.846274,0,1819,NaN,NaN,NaN
29045,3.13593,3.840407,0,1818,NaN,NaN,NaN
29046,3.14179,3.837474,0,1817,NaN,NaN,NaN
29047,3.144721,3.83454,0,1818,NaN,NaN,NaN
29048,3.144721,3.837474,0,1818,NaN,NaN,NaN
29049,3.13886,3.843341,0,1820,NaN,NaN,NaN
29050,3.132999,3.843341,0,1822,NaN,NaN,NaN
29051,3.130069,3.846274,0,1822,NaN,NaN,NaN
29052,3.127138,3.843341,0,1819,NaN,NaN,NaN
29053,3.118347,3.846274,0,1816,NaN,NaN,NaN
29054,3.109555,3.852141,0,1817,NaN,NaN,NaN
29055,3.103694,3.855074,0,1817,NaN,NaN,NaN
29056,3.103694,3.855074,0,1817,NaN,NaN,NaN
29057,3.100763,3.855074,0,1818,NaN,NaN,NaN
29058,3.094902,3.855074,0,1818,NaN,NaN,NaN
29059,3.08611,3.855074,0,1820,NaN,NaN,NaN
29060,3.08318,3.858007,0,1822,NaN,NaN,NaN
29061,3.080249,3.860941,0,1825,NaN,NaN,NaN
29062,3.08318,3.860941,0,1825,NaN,NaN,NaN
29063,3.08318,3.855074,0,1825,NaN,NaN,NaN
29064,3.08611,3.843341,0,1826,NaN,NaN,NaN
29065,3.08611,3.83454,0,1826,NaN,NaN,NaN
29066,3.089041,3.828673,0,1827,NaN,NaN,NaN
29067,3.089041,3.82574,0,1826,NaN,NaN,NaN
29068,3.089041,3.82574,0,1826,NaN,NaN,NaN
29069,3.089041,3.828673,0,1826,NaN,NaN,NaN
29070,3.08611,3.831607,0,1825,NaN,NaN,NaN
29071,3.08611,3.83454,0,1825,NaN,NaN,NaN
29072,3.08318,3.82574,0,1825,NaN,NaN,NaN
29073,3.08318,3.816939,0,1825,NaN,NaN,NaN
29074,3.080249,3.808138,0,1825,NaN,NaN,NaN
29075,3.077318,3.805205,0,1826,NaN,NaN,NaN
29076,3.077318,3.805205,0,1827,NaN,NaN,NaN
29077,3.074387,3.808138,0,1828,NaN,NaN,NaN
29078,3.071457,3.811072,0,1829,NaN,NaN,NaN
29079,3.065595,3.808138,0,1830,NaN,NaN,NaN
29080,3.062664,3.799337,0,1830,NaN,NaN,NaN
29081,3.062664,3.79347,0,1830,NaN,NaN,NaN
29082,3.059734,3.799337,0,1831,NaN,NaN,NaN
29083,3.059734,3.796404,0,1832,NaN,NaN,NaN
29084,3.059734,3.790536,0,1834,NaN,NaN,NaN
29085,3.059734,3.781735,0,1834,NaN,NaN,NaN
29086,3.056803,3.790536,0,1833,NaN,NaN,NaN
29087,3.056803,3.802271,0,1831,NaN,NaN,NaN
29088,3.04801,3.808138,0,1832,NaN,NaN,NaN
29089,3.039217,3.79347,0,1836,NaN,NaN,NaN
29090,3.030424,3.784669,0,1840,NaN,NaN,NaN
29091,3.030424,3.778801,0,1841,NaN,NaN,NaN
29092,3.030424,3.787602,0,1840,NaN,NaN,NaN
29093,3.027493,3.796404,0,1838,NaN,NaN,NaN
29094,3.0187,3.781735,0,1837,NaN,NaN,NaN
29095,2.998183,3.761198,0,1837,NaN,NaN,NaN
29096,2.983527,3.737725,0,1837,NaN,NaN,NaN
29097,2.971802,3.734791,0,1837,NaN,NaN,NaN
29098,2.960076,3.728923,0,1837,NaN,NaN,NaN
29099,2.945419,3.728923,0,1837,NaN,NaN,NaN
29100,2.92783,3.728923,0,1838,NaN,NaN,NaN
29101,2.924899,3.731857,0,1839,NaN,NaN,NaN
29102,2.919036,3.728923,0,1840,NaN,NaN,NaN
29103,2.916104,3.717186,0,1843,NaN,NaN,NaN
29104,2.913173,3.708383,0,1845,NaN,NaN,NaN
29105,2.921967,3.717186,0,1848,NaN,NaN,NaN
29106,2.945419,3.725989,0,1848,NaN,NaN,NaN
29107,2.971802,3.731857,0,1847,NaN,NaN,NaN
29108,2.980595,3.723054,0,1847,NaN,NaN,NaN
29109,2.954214,3.708383,0,1848,NaN,NaN,NaN
29110,2.92783,3.696646,0,1850,NaN,NaN,NaN
29111,2.904378,3.687842,0,1852,NaN,NaN,NaN
29112,2.901446,3.684908,0,1852,NaN,NaN,NaN
29113,2.901446,3.690777,0,1851,NaN,NaN,NaN
29114,2.904378,3.696646,0,1851,NaN,NaN,NaN
29115,2.910241,3.702514,0,1850,NaN,NaN,NaN
29116,2.910241,3.711317,0,1849,NaN,NaN,NaN
29117,2.910241,3.714252,0,1849,NaN,NaN,NaN
29118,2.913173,3.714252,0,1849,NaN,NaN,NaN
29119,2.913173,3.714252,0,1850,NaN,NaN,NaN
29120,2.910241,3.717186,0,1852,NaN,NaN,NaN
29121,2.904378,3.708383,0,1853,NaN,NaN,NaN
29122,2.895583,3.702514,0,1853,NaN,NaN,NaN
29123,2.889719,3.69958,0,1853,NaN,NaN,NaN
29124,2.889719,3.702514,0,1853,NaN,NaN,NaN
29125,2.87506,3.711317,0,1853,NaN,NaN,NaN
29126,2.860401,3.714252,0,1854,NaN,NaN,NaN
29127,2.848674,3.717186,0,1854,NaN,NaN,NaN
29128,2.854537,3.717186,0,1857,NaN,NaN,NaN
29129,2.854537,3.717186,0,1860,NaN,NaN,NaN
29130,2.851605,3.717186,0,1862,NaN,NaN,NaN
29131,2.854537,3.717186,0,1859,NaN,NaN,NaN
29132,2.860401,3.72012,0,1857,NaN,NaN,NaN
29133,2.866265,3.714252,0,1854,NaN,NaN,NaN
29134,2.863333,3.702514,0,1853,NaN,NaN,NaN
29135,2.860401,3.702514,0,1854,NaN,NaN,NaN
29136,2.860401,3.708383,0,1856,NaN,NaN,NaN
29137,2.854537,3.717186,0,1858,NaN,NaN,NaN
29138,2.851605,3.714252,0,1860,NaN,NaN,NaN
29139,2.845742,3.714252,0,1861,NaN,NaN,NaN
29140,2.845742,3.717186,0,1863,NaN,NaN,NaN
29141,2.860401,3.72012,0,1864,NaN,NaN,NaN
29142,2.87506,3.717186,0,1863,NaN,NaN,NaN
29143,2.877992,3.711317,0,1862,NaN,NaN,NaN
29144,2.869197,3.708383,0,1862,NaN,NaN,NaN
29145,2.857469,3.711317,0,1862,NaN,NaN,NaN
29146,2.854537,3.717186,0,1863,NaN,NaN,NaN
29147,2.854537,3.708383,0,1865,NaN,NaN,NaN
29148,2.857469,3.702514,0,1866,NaN,NaN,NaN
29149,2.860401,3.684908,0,1867,NaN,NaN,NaN
29150,2.857469,3.676105,0,1867,NaN,NaN,NaN
29151,2.851605,3.681974,0,1865,NaN,NaN,NaN
29152,2.857469,3.69958,0,1864,NaN,NaN,NaN
29153,2.869197,3.711317,0,1864,NaN,NaN,NaN
29154,2.87506,3.69958,0,1863,NaN,NaN,NaN
29155,2.869197,3.687842,0,1862,NaN,NaN,NaN
29156,2.866265,3.684908,0,1862,NaN,NaN,NaN
29157,2.866265,3.687842,0,1863,NaN,NaN,NaN
29158,2.863333,3.690777,0,1863,NaN,NaN,NaN
29159,2.869197,3.696646,0,1863,NaN,NaN,NaN
29160,2.87506,3.702514,0,1863,NaN,NaN,NaN
29161,2.869197,3.708383,0,1865,NaN,NaN,NaN
29162,2.851605,3.708383,0,1867,NaN,NaN,NaN
29163,2.834014,3.69958,0,1868,NaN,NaN,NaN
29164,2.82815,3.684908,0,1868,NaN,NaN,NaN
29165,2.816421,3.670235,0,1868,NaN,NaN,NaN
29166,2.801761,3.664366,0,1867,NaN,NaN,NaN
29167,2.790032,3.670235,0,1869,NaN,NaN,NaN
29168,2.798828,3.670235,0,1871,NaN,NaN,NaN
29169,2.807625,3.67317,0,1872,NaN,NaN,NaN
29170,2.813489,3.664366,0,1873,NaN,NaN,NaN
29171,2.816421,3.658497,0,1873,NaN,NaN,NaN
29172,2.807625,3.655562,0,1874,NaN,NaN,NaN
29173,2.795896,3.670235,0,1876,NaN,NaN,NaN
29174,2.790032,3.679039,0,1878,NaN,NaN,NaN
29175,2.795896,3.687842,0,1879,NaN,NaN,NaN
29176,2.801761,3.690777,0,1880,NaN,NaN,NaN
29177,2.804693,3.693711,0,1880,NaN,NaN,NaN
29178,2.804693,3.69958,0,1879,NaN,NaN,NaN
29179,2.798828,3.69958,0,1878,NaN,NaN,NaN
29180,2.792964,3.705449,0,1878,NaN,NaN,NaN
29181,2.7871,3.708383,0,1879,NaN,NaN,NaN
29182,2.804693,3.705449,0,1880,NaN,NaN,NaN
29183,2.819353,3.69958,0,1881,NaN,NaN,NaN
29184,2.831082,3.696646,0,1881,NaN,NaN,NaN
29185,2.822285,3.69958,0,1881,NaN,NaN,NaN
29186,2.807625,3.696646,0,1879,NaN,NaN,NaN
29187,2.795896,3.679039,0,1878,NaN,NaN,NaN
29188,2.790032,3.661432,0,1878,NaN,NaN,NaN
29189,2.792964,3.655562,0,1881,NaN,NaN,NaN
29190,2.790032,3.667301,0,1884,NaN,NaN,NaN
29191,2.790032,3.676105,0,1884,NaN,NaN,NaN
29192,2.784167,3.684908,0,1883,NaN,NaN,NaN
29193,2.77537,3.687842,0,1881,NaN,NaN,NaN
29194,2.769506,3.690777,0,1883,NaN,NaN,NaN
29195,2.772438,3.693711,0,1885,NaN,NaN,NaN
29196,2.790032,3.69958,0,1886,NaN,NaN,NaN
29197,2.807625,3.69958,0,1886,NaN,NaN,NaN
29198,2.816421,3.696646,0,1886,NaN,NaN,NaN
29199,2.807625,3.690777,0,1886,NaN,NaN,NaN
29200,2.801761,3.687842,0,1885,NaN,NaN,NaN
29201,2.798828,3.687842,0,1886,NaN,NaN,NaN
29202,2.807625,3.690777,0,1886,NaN,NaN,NaN
29203,2.816421,3.693711,0,1886,NaN,NaN,NaN
29204,2.82815,3.696646,0,1886,NaN,NaN,NaN
29205,2.834014,3.696646,0,1886,NaN,NaN,NaN
29206,2.822285,3.687842,0,1885,NaN,NaN,NaN
29207,2.795896,3.676105,0,1885,NaN,NaN,NaN
29208,2.769506,3.667301,0,1886,NaN,NaN,NaN
29209,2.763641,3.670235,0,1888,NaN,NaN,NaN
29210,2.763641,3.670235,0,1889,NaN,NaN,NaN
29211,2.763641,3.67317,0,1890,NaN,NaN,NaN
29212,2.760709,3.670235,0,1891,NaN,NaN,NaN
29213,2.757776,3.67317,0,1891,NaN,NaN,NaN
29214,2.751911,3.676105,0,1891,NaN,NaN,NaN
29215,2.748979,3.664366,0,1890,NaN,NaN,NaN
29216,2.746047,3.649693,0,1889,NaN,NaN,NaN
29217,2.746047,3.643824,0,1889,NaN,NaN,NaN
29218,2.751911,3.652628,0,1889,NaN,NaN,NaN
29219,2.760709,3.652628,0,1891,NaN,NaN,NaN
29220,2.760709,3.643824,0,1893,NaN,NaN,NaN
29221,2.760709,3.643824,0,1896,NaN,NaN,NaN
29222,2.757776,3.652628,0,1897,NaN,NaN,NaN
29223,2.754844,3.658497,0,1897,NaN,NaN,NaN
29224,2.751911,3.658497,0,1897,NaN,NaN,NaN
29225,2.751911,3.658497,0,1896,NaN,NaN,NaN
29226,2.757776,3.658497,0,1895,NaN,NaN,NaN
29227,2.740182,3.655562,0,1894,NaN,NaN,NaN
29228,2.722587,3.652628,0,1895,NaN,NaN,NaN
29229,2.702058,3.655562,0,1897,NaN,NaN,NaN
29230,2.702058,3.661432,0,1900,NaN,NaN,NaN
29231,2.699126,3.658497,0,1901,NaN,NaN,NaN
29232,2.699126,3.652628,0,1901,NaN,NaN,NaN
29233,2.704991,3.643824,0,1899,NaN,NaN,NaN
29234,2.707924,3.661432,0,1900,NaN,NaN,NaN
29235,2.713789,3.676105,0,1902,NaN,NaN,NaN
29236,2.710856,3.681974,0,1902,NaN,NaN,NaN
29237,2.710856,3.67317,0,1900,NaN,NaN,NaN
29238,2.704991,3.664366,0,1898,NaN,NaN,NaN
29239,2.707924,3.661432,0,1900,NaN,NaN,NaN
29240,2.710856,3.658497,0,1902,NaN,NaN,NaN
29241,2.704991,3.649693,0,1904,NaN,NaN,NaN
29242,2.690327,3.646758,0,1904,NaN,NaN,NaN
29243,2.684462,3.652628,0,1904,NaN,NaN,NaN
29244,2.690327,3.664366,0,1905,NaN,NaN,NaN
29245,2.687395,3.655562,0,1905,NaN,NaN,NaN
29246,2.678596,3.643824,0,1905,NaN,NaN,NaN
29247,2.669798,3.632084,0,1905,NaN,NaN,NaN
29248,2.666865,3.635019,0,1906,NaN,NaN,NaN
29249,2.666865,3.62328,0,1906,NaN,NaN,NaN
29250,2.666865,3.61154,0,1906,NaN,NaN,NaN
29251,2.666865,3.620345,0,1906,NaN,NaN,NaN
29252,2.669798,3.637954,0,1907,NaN,NaN,NaN
29253,2.672731,3.658497,0,1908,NaN,NaN,NaN
29254,2.663932,3.658497,0,1908,NaN,NaN,NaN
29255,2.655134,3.658497,0,1907,NaN,NaN,NaN
29256,2.640469,3.658497,0,1907,NaN,NaN,NaN
29257,2.637536,3.655562,0,1908,NaN,NaN,NaN
29258,2.640469,3.649693,0,1909,NaN,NaN,NaN
29259,2.649268,3.646758,0,1910,NaN,NaN,NaN
29260,2.660999,3.646758,0,1910,NaN,NaN,NaN
29261,2.663932,3.646758,0,1911,NaN,NaN,NaN
29262,2.669798,3.646758,0,1911,NaN,NaN,NaN
29263,2.672731,3.646758,0,1912,NaN,NaN,NaN
29264,2.675664,3.646758,0,1915,NaN,NaN,NaN
29265,2.681529,3.652628,0,1917,NaN,NaN,NaN
29266,2.687395,3.652628,0,1920,NaN,NaN,NaN
29267,2.672731,3.658497,0,1920,NaN,NaN,NaN
29268,2.655134,3.655562,0,1919,NaN,NaN,NaN
29269,2.637536,3.655562,0,1917,NaN,NaN,NaN
29270,2.637536,3.652628,0,1916,NaN,NaN,NaN
29271,2.637536,3.652628,0,1916,NaN,NaN,NaN
29272,2.634603,3.646758,0,1917,NaN,NaN,NaN
29273,2.634603,3.635019,0,1917,NaN,NaN,NaN
29274,2.634603,3.626215,0,1918,NaN,NaN,NaN
29275,2.63167,3.62328,0,1919,NaN,NaN,NaN
29276,2.63167,3.62328,0,1919,NaN,NaN,NaN
29277,2.637536,3.61741,0,1919,NaN,NaN,NaN
29278,2.646335,3.60567,0,1919,NaN,NaN,NaN
29279,2.658067,3.602735,0,1920,NaN,NaN,NaN
29280,2.658067,3.61154,0,1922,NaN,NaN,NaN
29281,2.660999,3.620345,0,1924,NaN,NaN,NaN
29282,2.640469,3.626215,0,1925,NaN,NaN,NaN
29283,2.619938,3.620345,0,1926,NaN,NaN,NaN
29284,2.625804,3.61154,0,1928,NaN,NaN,NaN
29285,2.652201,3.5998,0,1930,NaN,NaN,NaN
29286,2.675664,3.590995,0,1931,NaN,NaN,NaN
29287,2.669798,3.58806,0,1931,NaN,NaN,NaN
29288,2.658067,3.58806,0,1931,NaN,NaN,NaN
29289,2.652201,3.5998,0,1931,NaN,NaN,NaN
29290,2.655134,3.608605,0,1931,NaN,NaN,NaN
29291,2.660999,3.608605,0,1931,NaN,NaN,NaN
29292,2.666865,3.596865,0,1931,NaN,NaN,NaN
29293,2.666865,3.58219,0,1931,NaN,NaN,NaN
29294,2.666865,3.579255,0,1931,NaN,NaN,NaN
29295,2.663932,3.58219,0,1930,NaN,NaN,NaN
29296,2.658067,3.58219,0,1930,NaN,NaN,NaN
29297,2.652201,3.573384,0,1930,NaN,NaN,NaN
29298,2.649268,3.567514,0,1931,NaN,NaN,NaN
29299,2.655134,3.561643,0,1932,NaN,NaN,NaN
29300,2.660999,3.564579,0,1934,NaN,NaN,NaN
29301,2.655134,3.567514,0,1934,NaN,NaN,NaN
29302,2.646335,3.567514,0,1935,NaN,NaN,NaN
29303,2.637536,3.564579,0,1936,NaN,NaN,NaN
29304,2.634603,3.564579,0,1936,NaN,NaN,NaN
29305,2.634603,3.564579,0,1937,NaN,NaN,NaN
29306,2.637536,3.561643,0,1937,NaN,NaN,NaN
29307,2.643402,3.558708,0,1937,NaN,NaN,NaN
29308,2.649268,3.552838,0,1937,NaN,NaN,NaN
29309,2.652201,3.546967,0,1937,NaN,NaN,NaN
29310,2.652201,3.546967,0,1937,NaN,NaN,NaN
29311,2.652201,3.546967,0,1938,NaN,NaN,NaN
29312,2.649268,3.546967,0,1939,NaN,NaN,NaN
29313,2.649268,3.544031,0,1940,NaN,NaN,NaN
29314,2.652201,3.538161,0,1941,NaN,NaN,NaN
29315,2.652201,3.53229,0,1942,NaN,NaN,NaN
29316,2.652201,3.53229,0,1943,NaN,NaN,NaN
29317,2.652201,3.529354,0,1944,NaN,NaN,NaN
29318,2.655134,3.526419,0,1944,NaN,NaN,NaN
29319,2.655134,3.541096,0,1942,NaN,NaN,NaN
29320,2.655134,3.549902,0,1941,NaN,NaN,NaN
29321,2.649268,3.555773,0,1940,NaN,NaN,NaN
29322,2.652201,3.552838,0,1940,NaN,NaN,NaN
29323,2.658067,3.555773,0,1939,NaN,NaN,NaN
29324,2.666865,3.558708,0,1939,NaN,NaN,NaN
29325,2.663932,3.567514,0,1939,NaN,NaN,NaN
29326,2.655134,3.579255,0,1939,NaN,NaN,NaN
29327,2.646335,3.58806,0,1941,NaN,NaN,NaN
29328,2.643402,3.59393,0,1943,NaN,NaN,NaN
29329,2.646335,3.579255,0,1945,NaN,NaN,NaN
29330,2.649268,3.564579,0,1946,NaN,NaN,NaN
29331,2.649268,3.564579,0,1947,NaN,NaN,NaN
29332,2.649268,3.58219,0,1947,NaN,NaN,NaN
29333,2.646335,3.58219,0,1946,NaN,NaN,NaN
29334,2.643402,3.570449,0,1945,NaN,NaN,NaN
29335,2.637536,3.555773,0,1945,NaN,NaN,NaN
29336,2.63167,3.558708,0,1945,NaN,NaN,NaN
29337,2.625804,3.558708,0,1946,NaN,NaN,NaN
29338,2.617005,3.570449,0,1948,NaN,NaN,NaN
29339,2.617005,3.585125,0,1949,NaN,NaN,NaN
29340,2.617005,3.579255,0,1950,NaN,NaN,NaN
29341,2.617005,3.561643,0,1951,NaN,NaN,NaN
29342,2.617005,3.549902,0,1950,NaN,NaN,NaN
29343,2.617005,3.549902,0,1951,NaN,NaN,NaN
29344,2.599406,3.552838,0,1951,NaN,NaN,NaN
29345,2.581807,3.549902,0,1950,NaN,NaN,NaN
29346,2.564207,3.549902,0,1950,NaN,NaN,NaN
29347,2.564207,3.549902,0,1950,NaN,NaN,NaN
29348,2.561274,3.549902,0,1951,NaN,NaN,NaN
29349,2.561274,3.552838,0,1952,NaN,NaN,NaN
29350,2.561274,3.552838,0,1953,NaN,NaN,NaN
29351,2.570074,3.558708,0,1953,NaN,NaN,NaN
29352,2.578874,3.558708,0,1953,NaN,NaN,NaN
